show_id,type,title,country,date_added,release_year,age_certification,duration,genres,description,principal_country,year_added,month_added,target_ages
s3289,TV Show,Chief of Staff,South Korea,"November 12, 2019",2019,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Dramas","As a chief of staff in the National Assembly, Jang Tae-jun influences power behind the scenes while pursuing his own ambitions to rise to the top.",South Korea,2019,November,Teens
s3290,Movie,Jeff Garlin: Our Man In Chicago,United States,"November 12, 2019",2019,TV-MA,59 min,Stand-Up Comedy,"Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction.",United States,2019,November,Adults
s3291,Movie,A Single Man,United States,"November 11, 2019",2009,R,100 min,"Dramas, Independent Movies, LGBTQ Movies",This stream-of-consciousness drama centers on a day in the life of a gay college professor who's reeling from his longtime lover's recent death.,United States,2019,November,Adults
s3292,TV Show,Put Your Head on My Shoulder,China,"November 11, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Teen TV Shows","On the cusp of graduation, an accounting major searching for her career winds up living with a genius physics student who shakes up her daily routine.",China,2019,November,Teens
s3293,Movie,To Be of Service,United States,"November 11, 2019",2019,TV-MA,88 min,Documentaries,"Traumatized by combat, newly returned war veterans find solace in service dogs that guide them back to a fulfilling civilian life.",United States,2019,November,Adults
s3294,TV Show,Little Things,India,"November 9, 2019",2019,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies","A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Mumbai.",India,2019,November,Adults
s3295,TV Show,Greatest Events of WWII in Colour,United Kingdom,"November 8, 2019",2019,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows","From the attack on Pearl Harbor to D-Day, the most pivotal events of World War II come to life in this vivid docuseries featuring colorized footage.",United Kingdom,2019,November,Teens
s3296,TV Show,Green Eggs and Ham,"United Kingdom, Canada, United States","November 8, 2019",2019,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies","On a road trip to save an endangered animal, polar opposites Guy and Sam learn to try new things like friendship – and a certain delectable dish.",United Kingdom,2019,November,Kids
s3297,Movie,Let It Snow,United States,"November 8, 2019",2019,PG-13,93 min,"Comedies, Dramas, LGBTQ Movies","A snowstorm hits a small town on a cold Christmas Eve, affecting the friendships, love lives and futures of several high school seniors.",United States,2019,November,Teens
s3298,Movie,Paradise Beach,France,"November 8, 2019",2019,TV-MA,94 min,"Action & Adventure, Dramas, International Movies","Mehdi gets out of prison, planning to settle old scores. But first, he must reconnect with his gang, now living in an idyllic beach resort in Thailand.",France,2019,November,Adults
s3299,TV Show,Wild District,Colombia,"November 8, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","After surrendering to Bogotá police, an ex-guerrilla avoids prison by working undercover to investigate a ruthless enforcer of government corruption.",Colombia,2019,November,Adults
s3300,Movie,U Turn,India,"November 7, 2019",2016,TV-14,121 min,"International Movies, Thrillers",A reporter must hunt for the truth behind a strange murder after she crosses paths with a young cop and becomes the investigation's prime suspect.,India,2019,November,Teens
s3301,Movie,Burning Cane,United States,"November 6, 2019",2019,TV-MA,78 min,Dramas,"A small-town Louisiana minister and one of his parishioners cope with grief, alcoholism and a crisis of faith in this dramatic character study.",United States,2019,November,Adults
s3302,TV Show,SCAMS,Japan,"November 6, 2019",2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Hit hard by the Lehman shock, a well-meaning young man joins a phone scam operation and gets increasingly embroiled in the underworld.",Japan,2019,November,Teens
s3303,Movie,Shadow,"China, Hong Kong","November 6, 2019",2018,TV-14,116 min,"Action & Adventure, Dramas, International Movies","As three kingdoms struggle for control of a walled city, a figure with a rare power spins a web of intrigue that entangles a king's court.",China,2019,November,Teens
s3304,Movie,Luccas Neto in: Summer Camp,Brazil,"November 5, 2019",2019,TV-G,87 min,"Children & Family Movies, Comedies, Music & Musicals",Luccas and Gi are heading to a world famous gymkhana camp. Only problem: so are their bullies... A fun musical that will get you in a vacation mood.,Brazil,2019,November,Kids
s3305,TV Show,Sam & Cat,United States,"November 5, 2019",2014,TV-PG,2 Seasons,"Kids' TV, TV Comedies","To earn cash, roommates Sam and Cat start a baby-sitting service – and quickly discover just what an adventure baby-sitting can be.",United States,2019,November,Teens
s3306,Movie,Seth Meyers: Lobby Baby,United States,"November 5, 2019",2019,TV-MA,61 min,Stand-Up Comedy,SNL alumnus and subversive master of late-night TV Seth Meyers comes out from behind the desk to share some lighthearted stories from his own life.,United States,2019,November,Adults
s3307,TV Show,The End of the F***ing World,United Kingdom,"November 5, 2019",2019,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",A budding teen psychopath and a rebel hungry for adventure embark on a star-crossed road trip in this darkly comic series based on a graphic novel.,United Kingdom,2019,November,Adults
s3308,Movie,The Lovers,United States,"November 5, 2019",2017,R,98 min,"Comedies, Dramas, Independent Movies","On the verge of divorce, a middle-aged couple, each involved in a serious affair, rethink their marriage and the meaning of love and fidelity.",United States,2019,November,Adults
s3309,Movie,Tune in for Love,South Korea,"November 5, 2019",2019,TV-MA,123 min,"Dramas, International Movies, Romantic Movies","A student and a reticent teen first meet at a bakery in the 1990s and try to find each other through the years, as fate keeps pulling them apart.",South Korea,2019,November,Adults
s3310,Movie,Undercover Brother 2,United States,"November 5, 2019",2019,R,85 min,Comedies,"When a beloved secret agent falls deep into a coma, his bumbling brother must defend their community from a divisive political threat.",United States,2019,November,Adults
s3311,TV Show,Meet the Adebanjos,United Kingdom,"November 4, 2019",2016,TV-PG,3 Seasons,"British TV Shows, International TV Shows, TV Comedies","In South London, tradition clashes with culture as a Nigerian father tries to instill his old-fashioned African values into his modern British family.",United Kingdom,2019,November,Teens
s3312,Movie,Minimalism: A Documentary About the Important Things,United States,"November 4, 2019",2016,TV-14,78 min,Documentaries,People dedicated to rejecting the American ideal that things bring happiness are interviewed in this documentary showing the virtues of less is more.,United States,2019,November,Teens
s3313,Movie,Oththa Seruppu Size 7,India,"November 4, 2019",2019,TV-MA,103 min,"Dramas, International Movies, Thrillers","Taken into custody, a murder suspect's theatrical explanations of his peculiar modus operandi unearth truths far beyond the crime he’s accused of.",India,2019,November,Adults
s3314,TV Show,The Devil Next Door,United States,"November 4, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries","A Cleveland grandfather is brought to trial in Israel, accused of being the infamous Nazi death camp guard known as Ivan the Terrible.",United States,2019,November,Adults
s3315,Movie,100 Things to do Before High School,United States,"November 2, 2019",2014,TV-Y,44 min,Movies,"Led by seventh-grader C.J., three students who have been warned about the dangers of high school decide to make the best of their middle-school years.",United States,2019,November,Kids
s3316,Movie,A Fairly Odd Summer,United States,"November 2, 2019",2014,TV-Y7,68 min,"Children & Family Movies, Comedies","In this live-action adventure, the gang heads to Hawaii, where Timmy learns the source of all fairy magic is in dangerous hands.",United States,2019,November,Kids
s3317,TV Show,Bella and the Bulldogs,United States,"November 2, 2019",2015,TV-G,1 Season,"Kids' TV, TV Comedies","The life of cheerleader Bella Dawson turns upside down when, in a twist of fate, she becomes quarterback for her middle school's football team.",United States,2019,November,Kids
s3318,Movie,Big Time Movie,"United States, Canada","November 2, 2019",2012,TV-PG,68 min,"Children & Family Movies, Comedies, Music & Musicals","Big Time Rush heads to London for their first world tour, but when the boys' bags are switched, they get mixed up in a mission to save the world.",United States,2019,November,Teens
s3319,Movie,Escape from Mr. Lemoncello’s Library,United States,"November 2, 2019",2017,TV-Y,69 min,Children & Family Movies,An eccentric game designer builds a library full of traps and tricks for a group of kids who score the chance to navigate his elaborate scavenger hunt.,United States,2019,November,Kids
s3320,Movie,Hey Arnold! The Jungle Movie,"United States, South Korea, Japan","November 2, 2019",2017,TV-PG,81 min,"Children & Family Movies, Comedies","When Arnold and his crew win a trip to San Lorenzo, their adventure in the wild forces them to take the same risky path as Arnold's missing parents.",United States,2019,November,Teens
s3321,Movie,Jinxed,"United States, Canada","November 2, 2019",2013,TV-Y,69 min,"Children & Family Movies, Comedies","After a century-old curse of bad luck, a determined teen embarks on a journey to break her family’s generational misfortune.",United States,2019,November,Kids
s3322,Movie,LEGENDS OF THE HIDDEN TEMPLE,United States,"November 2, 2019",2016,TV-PG,68 min,Children & Family Movies,"A trio of siblings gets trapped in a secret temple, where they must navigate a risky obstacle course to make it out. Inspired by the ‘90s game show.",United States,2019,November,Teens
s3323,Movie,"Liar, Liar, Vampire",United States,"November 2, 2019",2015,TV-PG,68 min,"Children & Family Movies, Comedies","When a shy teen transfers to a new school, he elects to mix things up by playing along with the rumor that he's a vampire.",United States,2019,November,Teens
s3324,Movie,The Boy Who Cried Werewolf,"United States, Canada","November 2, 2019",2010,TV-Y,86 min,"Children & Family Movies, Comedies","When high school girl-geek Jordan becomes a werewolf after moving to Romania, she must elude her own brother, who sets out to slay her.",United States,2019,November,Kids
s3325,Movie,The Massively Mixed-Up Middle School Mystery,United States,"November 2, 2019",2015,TV-Y,40 min,"Children & Family Movies, Comedies","After the school principal gets pranked, a curious crew of preteen super sleuths tests their detective skills to solve an underwater ruse.",United States,2019,November,Kids
s3326,TV Show,Victorious,United States,"November 2, 2019",2013,TV-G,3 Seasons,"Kids' TV, TV Comedies","When aspiring singer Tori Vega joins the eccentric students at Hollywood Arts High, she struggles to fit in with the amazingly talented teens.",United States,2019,November,Kids
s3327,Movie,A Remarkable Tale,Spain,"November 1, 2019",2019,TV-MA,94 min,"Comedies, International Movies","The residents of an isolated town look to revive their home's identity when a group of foreigners unexpectedly arrive, bringing culture shock with them.",Spain,2019,November,Adults
s3328,TV Show,A Year In Space,United States,"November 1, 2019",2015,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",Two astronauts attempt to brave a life in Earth's orbit on a record-setting mission to see if humans have the endurance to survive a flight to Mars.,United States,2019,November,Teens
s3329,TV Show,Ad Vitam,France,"November 1, 2019",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In a future where regeneration technology lets humans live indefinitely, a cop and a troubled young woman investigate a strange wave of youth suicides.",France,2019,November,Adults
s3330,Movie,American Son,United States,"November 1, 2019",2019,TV-MA,90 min,Dramas,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.,United States,2019,November,Adults
s3331,TV Show,Billy on the Street,United States,"November 1, 2019",2016,TV-14,4 Seasons,"International TV Shows, Reality TV, TV Comedies","Comedian Billy Eichner sprints through New York with celebrities to stun pedestrians with unapologetic, unfiltered and unique pop culture questions.",United States,2019,November,Teens
s3332,Movie,Christmas in the Heartland,United States,"November 1, 2019",2017,TV-PG,112 min,Dramas,Two girls realize they're both visiting grandparents they’ve never met and decide to switch places to see how the other half lives.,United States,2019,November,Teens
s3333,Movie,Christmas Survival,United Kingdom,"November 1, 2019",2018,TV-MA,101 min,Comedies,"With Christmas just around the corner, sisters Miranda and Lyla bring their families to their childhood home, where rivalries don't take a holiday.",United Kingdom,2019,November,Adults
s3334,TV Show,CLANNAD,Japan,"November 1, 2019",2008,TV-PG,2 Seasons,"Anime Series, Teen TV Shows",Maladjusted high school student Tomoya's life begins to change when he befriends his classmate Nagisa and several other eccentric girls.,Japan,2019,November,Teens
s3335,Movie,Drive,India,"November 1, 2019",2019,TV-14,119 min,"Action & Adventure, International Movies","A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets.",India,2019,November,Teens
s3336,Movie,Fire in Paradise,United States,"November 1, 2019",2019,TV-MA,40 min,Documentaries,"In this documentary, survivors recall the catastrophic 2018 Camp Fire, which razed the town of Paradise and became California’s deadliest wildfire.",United States,2019,November,Adults
s3337,TV Show,Haikyu!!,Japan,"November 1, 2019",2015,TV-14,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows","Inspired by a championship match he sees on TV, junior high schooler Hinata joins a volleyball club and begins training, despite his short height.",Japan,2019,November,Teens
s3338,Movie,Holiday in the Wild,United States,"November 1, 2019",2019,TV-PG,86 min,"Children & Family Movies, Dramas, Romantic Movies","When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose – and potential romance.",United States,2019,November,Teens
s3339,Movie,Holly Star,United States,"November 1, 2019",2018,PG,92 min,"Children & Family Movies, Comedies, Romantic Movies","Home for the holidays, a broke puppeteer knows there’s treasure buried somewhere under her town. To find it, all she has to do is die – almost.",United States,2019,November,Older Kids
s3340,TV Show,"Love, Chunibyo & Other Delusions!",Japan,"November 1, 2019",2014,TV-PG,2 Seasons,"Anime Series, Romantic TV Shows, Teen TV Shows","High schooler Yuta wants to leave his past as a delusional weirdo behind. But his classmate Rikka has her own delusions, and she's interested in his.",Japan,2019,November,Teens
s3341,TV Show,Maid-Sama!,Japan,"November 1, 2019",2010,TV-14,1 Season,"Anime Series, Romantic TV Shows","To keep the boys in line, student council president Misaki runs the school with an iron fist – while secretly working as a waitress at a maid café.",Japan,2019,November,Teens
s3342,TV Show,Mobile Suit Gundam: Iron-Blooded Orphans,Japan,"November 1, 2019",2016,TV-14,2 Seasons,"Anime Series, International TV Shows","On a terraformed post-disaster Mars, a group of child security agents rebel against the adults who betrayed them and the oppressive Earth government.",Japan,2019,November,Teens
s3343,TV Show,Queer Eye: We're in Japan!,"United States, Japan","November 1, 2019",2019,TV-14,1 Season,"International TV Shows, Reality TV","The Fab Five touch down in Tokyo to spread the joy, explore the culture, and help four Japanese men and women find the confidence to be themselves.",United States,2019,November,Teens
s3344,Movie,Santa Girl,United States,"November 1, 2019",2019,TV-PG,91 min,"Children & Family Movies, Comedies, Romantic Movies","Fleeing the family business and an arranged marriage, Santa’s daughter chooses a magical adventure of her own: College.",United States,2019,November,Teens
s3345,TV Show,The Boulet Brothers Dragula,United States,"November 1, 2019",2019,TV-MA,2 Seasons,Reality TV,"Ten queens must slay the competition and put their fiercest, filthiest faces forward for the chance to be crowned the world's next drag supermonster.",United States,2019,November,Adults
s3346,TV Show,The Deep,"Canada, Australia","November 1, 2019",2019,TV-Y7,3 Seasons,Kids' TV,"The Nektons are a family of underwater explorers who discover the hidden secrets of the oceans, including sunken cities, sea creatures and pirates.",Canada,2019,November,Kids
s3347,Movie,The House of Flowers Presents: The Funeral,United States,"November 1, 2019",2019,TV-MA,36 min,Movies,The de la Mora siblings publicly mourn the death of their mother amid multiple surprises and mishaps at Virginia's funeral.,United States,2019,November,Adults
s3348,Movie,The King,"United Kingdom, Hungary, Australia","November 1, 2019",2019,R,141 min,Dramas,Wayward Prince Hal must turn from carouser to warrior king as he faces hostilities from inside and outside the castle walls in the battle for England.,United Kingdom,2019,November,Adults
s3349,Movie,The Man Without Gravity,"Italy, Belgium","November 1, 2019",2019,TV-MA,107 min,"Dramas, International Movies",A gravity-defying boy raised in seclusion matures into an extraordinary man – and an international celebrity – who longs for human connection.,Italy,2019,November,Adults
s3350,Movie,The Old Thieves: The Legend of Artegios,Mexico,"November 1, 2019",2007,TV-MA,97 min,"Documentaries, International Movies","While carrying out prison sentences, five notorious thieves in Mexico City share their principles, preferred methods and respect for the craft.",Mexico,2019,November,Adults
s3351,Movie,True: Grabbleapple Harvest,Canada,"November 1, 2019",2019,TV-Y,24 min,Children & Family Movies,It's Grabbleapple harvest season in the Rainbow Kingdom ... but Glummy Glooma doesn't want autumn to come. Can True and her friends save the festival?,Canada,2019,November,Kids
s3352,TV Show,Vientos de agua,"Argentina, Spain","November 1, 2019",2006,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","José Olaya, a Spanish miner, emigrates to Argentina in 1934, while his son, an architect, moves to Spain after Argentina's economic collapse in 2001.",Argentina,2019,November,Adults
s3353,TV Show,We Are the Wave,Germany,"November 1, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","A mysterious classmate leads four idealistic teens in a revolt against a rising tide of nationalistic fervor, but their movement takes a dark turn.",Germany,2019,November,Adults
s3354,Movie,Zoé: Panoramas,Mexico,"November 1, 2019",2016,TV-MA,89 min,"Documentaries, International Movies, Music & Musicals",This introspective rockumentary follows the career triumphs and intimate moments of legendary Mexican band Zoé as they embark on a global tour.,Mexico,2019,November,Adults
s3355,Movie,Grego Rossello: Disculpe las molestias,Argentina,"October 31, 2019",2019,TV-MA,65 min,Stand-Up Comedy,"Argentine comedian Grego Rossello takes the stage in Buenos Aires to share his takes on modern stardom, airline dining, brotherly love and more.",Argentina,2019,October,Adults
s3356,TV Show,KENGAN ASHURA,"United States, Japan","October 31, 2019",2019,TV-MA,2 Seasons,"Anime Series, International TV Shows","Ohma Tokita enters a hidden world where corporate disputes are settled in brutal gladiator bouts. Forget the money, he just wants to fight – and win.",United States,2019,October,Adults
s3357,TV Show,Nowhere Man,Taiwan,"October 31, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure","Two nefarious schemes taking place 10 years apart entangle a dauntless triad member, who must break out of prison to rescue a loved one.",Taiwan,2019,October,Adults
s3358,TV Show,Sleepless Society: Bedtime Wishes,United States,"October 31, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","During a holiday stay at a hotel resort, a flight attendant encounters a wealthy, mysterious man with two different personas.",United States,2019,October,Adults
s3359,TV Show,"Bring It On, Ghost",South Korea,"October 30, 2019",2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A college student with psychic abilities takes in an amnesiac ghost as his roommate – who ends up helping him hunt down spooky spirits.,South Korea,2019,October,Teens
s3360,Movie,Mehandi Circus,India,"October 30, 2019",2019,TV-MA,126 min,"Dramas, International Movies, Romantic Movies","In the early 1990s, the love between a cassette shop owner and a traveling circus performer challenges caste barriers and disapproving parents.",India,2019,October,Adults
s3361,TV Show,Tomorrow with You,South Korea,"October 30, 2019",2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",The head of a real estate firm with the ability to travel through time by taking the subway marries a photographer to try and change his future.,South Korea,2019,October,Teens
s3362,TV Show,Tunnel,United States,"October 30, 2019",2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A detective finds himself 30 years in the future and must solve a string of grisly crimes before he can return to the past.,United States,2019,October,Teens
s3363,Movie,Arsenio Hall: Smart & Classy,United States,"October 29, 2019",2019,TV-MA,63 min,Stand-Up Comedy,"In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.",United States,2019,October,Adults
s3364,TV Show,Shine On with Reese,United States,"October 29, 2019",2018,TV-MA,1 Season,"Docuseries, Stand-Up Comedy & Talk Shows","In a talk show straight from the heart, actor and producer Reese Witherspoon visits with groundbreaking women to discuss their inspiring journeys.",United States,2019,October,Adults
s3365,Movie,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,United States,"October 29, 2019",2019,TV-14,14 min,"Documentaries, International Movies","Aaron Paul, Vince Gilligan and other cast members, producers and crew share stories and footage from the making of ""El Camino.""",United States,2019,October,Teens
s3366,Movie,A 3 Minute Hug,"Mexico, United States","October 28, 2019",2019,TV-PG,28 min,"Documentaries, International Movies",This documentary captures the joy and heartbreak of families separated by the U.S.-Mexico border sharing a short but bittersweet reunion in 2018.,Mexico,2019,October,Teens
s3367,Movie,Little Miss Sumo,United Kingdom,"October 28, 2019",2018,TV-G,20 min,"Documentaries, International Movies, Sports Movies","In an ancient sport traditionally reserved for men, 20-year-old female sumo prodigy Hiyori attempts to revolutionize Japan’s national pastime.",United Kingdom,2019,October,Kids
s3368,TV Show,"Wait, My Youth",China,"October 27, 2019",2019,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, Teen TV Shows","Six hopeful friends journey into adulthood to create the moments that pull them together, draw them apart and make them fall in love.",China,2019,October,Teens
s3369,TV Show,A Little Thing Called First Love,China,"October 26, 2019",2019,TV-G,1 Season,"International TV Shows, Romantic TV Shows, Teen TV Shows",A shy college student with a knack for drawing develops a crush on a musically gifted classmate and embarks on a journey of self-discovery.,China,2019,October,Kids
s3370,TV Show,BoJack Horseman,United States,"October 25, 2019",2020,TV-MA,6 Seasons,TV Comedies,"Meet the most beloved sitcom horse of the '90s, 20 years later. He’s a curmudgeon with a heart of...not quite gold...but something like gold. Copper?",United States,2019,October,Adults
s3371,TV Show,Brotherhood,Brazil,"October 25, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","An honest lawyer reaches a moral crossroads after the cops force her to inform on her incarcerated brother, the leader of a rising criminal faction.",Brazil,2019,October,Adults
s3372,Movie,Consequences,Turkey,"October 25, 2019",2014,TV-MA,106 min,"Dramas, International Movies, Thrillers",Secrets bubble to the surface after a sensual encounter and an unforeseen crime entangle two friends and a woman caught between them.,Turkey,2019,October,Adults
s3373,Movie,Dolemite Is My Name,United States,"October 25, 2019",2019,R,118 min,"Comedies, Dramas","In 1970s LA, struggling comedian Rudy Ray Moore hits it big with his raunchy alter ego, Dolemite, then risks it all to take his act to the big screen.",United States,2019,October,Adults
s3374,TV Show,Drug Squad: Costa del Sol,Spain,"October 25, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Four intrepid and impulsive police officers form a special narcotics unit to combat the birth of drug trafficking on Spain's Costa del Sol in the 1970s.,Spain,2019,October,Adults
s3375,Movie,It Takes a Lunatic,"United States, United Kingdom, Germany","October 25, 2019",2019,TV-MA,127 min,Documentaries,"The extraordinary life of beloved acting teacher and theatre producer Wynn Handman is recalled in this portrait of a provocative, innovative artist.",United States,2019,October,Adults
s3376,TV Show,Monzón: A Knockout Blow,Argentina,"October 25, 2019",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","This dramatization tells the story of Argentine boxing champion Carlos Monzón, as well as the investigation into the death of his wife Alicia Muñiz.",Argentina,2019,October,Adults
s3377,Movie,My Next Guest with David Letterman and Shah Rukh Khan,United States,"October 25, 2019",2019,TV-PG,61 min,International Movies,"""King of Bollywood"" Shah Rukh Khan opens up about his rise to fame, his family and his billions of fans as he and Dave meet up in Mumbai and New York.",United States,2019,October,Teens
s3378,TV Show,Nailed It! France,France,"October 25, 2019",2019,TV-14,1 Season,"International TV Shows, Reality TV","On this fun and funny competition show, home bakers talented in catastrophe struggle to re-create dessert masterpieces and win a 5,000 euro prize.",France,2019,October,Teens
s3379,TV Show,Nailed It! Spain,Spain,"October 25, 2019",2019,TV-PG,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows","On this competition show, novice bakers try to avoid a fiasco while duplicating stunning sweets. At stake are a trophy and 5,000 euros.",Spain,2019,October,Teens
s3380,Movie,Rattlesnake,United States,"October 25, 2019",2019,TV-MA,86 min,"Horror Movies, Independent Movies, Thrillers","After a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown.",United States,2019,October,Adults
s3381,Movie,The Awakening of Motti Wolkenbruch,Switzerland,"October 25, 2019",2018,TV-MA,94 min,"Comedies, Dramas, International Movies","Pressured to marry a nice Orthodox Jewish woman, Motti is thrown for a loop when he falls for classmate Laura, who his mother will never approve of.",Switzerland,2019,October,Adults
s3382,TV Show,The Untamed,China,"October 25, 2019",2019,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Mysteries","In a magical world of inter-clan rivalry, two soulmates face treacherous schemes and uncover a dark mystery linked to a tragic event in the past.",China,2019,October,Teens
s3383,TV Show,Daybreak,United States,"October 24, 2019",2019,TV-MA,1 Season,"TV Action & Adventure, TV Comedies, TV Horror","Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs.",United States,2019,October,Adults
s3384,Movie,Echo in the Canyon,United States,"October 24, 2019",2019,PG-13,82 min,"Documentaries, Music & Musicals","An affectionate documentary looks back at the mid-1960s, when Hollywood’s Laurel Canyon was a creative nexus for young, innovative musicians.",United States,2019,October,Teens
s3385,Movie,Revenge of the Pontianak,"Singapore, Malaysia","October 24, 2019",2019,TV-14,92 min,"Horror Movies, International Movies",A wedding in a Malaysian village leaves out one guest: a scorned vampire ghost bent on settling a secret score with the groom and anyone in her way.,Singapore,2019,October,Teens
s3386,TV Show,"Breakfast, Lunch & Dinner",United States,"October 23, 2019",2019,TV-MA,1 Season,Docuseries,"Chef David Chang takes his insatiable curiosity about food, culture and identity on the road, in the convivial company of fun-loving celebrity guests.",United States,2019,October,Adults
s3387,Movie,Dancing with the Birds,United States,"October 23, 2019",2019,TV-PG,52 min,Documentaries,"From ruffling their majestic feathers to nailing im-peck-able courtship routines, birds in paradise flaunt their best moves in hopes of landing a mate.",United States,2019,October,Teens
s3388,Movie,Master Z: The Ip Man Legacy,"Hong Kong, China","October 23, 2019",2018,TV-14,108 min,"Action & Adventure, International Movies","In this spin-off, a martial arts expert once defeated by Ip Man is forced to abandon his reclusive lifestyle to combat a rising Chinese triad.",Hong Kong,2019,October,Teens
s3389,Movie,Jenny Slate: Stage Fright,United States,"October 22, 2019",2019,TV-MA,67 min,"Documentaries, Stand-Up Comedy","Jenny Slate's first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home.",United States,2019,October,Adults
s3390,Movie,Free Fire,United Kingdom,"October 21, 2019",2016,R,91 min,"Action & Adventure, Comedies, Independent Movies",A sketchy arms transaction in a deserted warehouse turns into a free-for-all when the two sides engage in a take-no-prisoners shootout.,United Kingdom,2019,October,Adults
s3391,Movie,Little Singham: Kaal Ki Tabaahi,United States,"October 19, 2019",2019,TV-Y7,66 min,"Children & Family Movies, Comedies",Kaal is back – bigger and badder than ever! Can Little Singham fight the battle of a lifetime to stop the demon’s plans to wreak havoc on earth?,United States,2019,October,Kids
s3392,Movie,The Command,"France, Belgium, Luxembourg, Romania, Canada, United States","October 19, 2019",2018,PG-13,118 min,"Dramas, International Movies, Thrillers",For the crew trapped aboard a sunken Russian submarine the deadliest threat is the bureaucracy on land. Based on a true story.,France,2019,October,Teens
s3393,Movie,10 Days in Sun City,"South Africa, Nigeria","October 18, 2019",2017,TV-14,87 min,"Comedies, International Movies, Romantic Movies","After his girlfriend wins the Miss Nigeria pageant, a young man faces unexpected competition of his own when he joins her on a campaign in South Africa.",South Africa,2019,October,Teens
s3394,TV Show,"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories",United States,"October 18, 2019",2019,TV-Y,1 Season,Kids' TV,This educational series for tiny tots features a toe-tapping spin on nursery rhymes with upbeat tunes and a diverse set of easy-to-follow lessons.,United States,2019,October,Kids
s3395,Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (English),United States,"October 18, 2019",2019,TV-Y,47 min,Children & Family Movies,"ChuChu teaches some bullies a lesson, Cussly learns the value of teamwork and ChaCha realizes there’s more to playtime than TV and video games.",United States,2019,October,Kids
s3396,Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (Hindi),United States,"October 18, 2019",2019,TV-Y,56 min,Children & Family Movies,"In this collection of stories, ChuChu and her pals meet a man in need, Chiku must change a bad habit and ChaCha gets a lesson in management.",United States,2019,October,Kids
s3397,Movie,ChuChuTV Surprise Eggs Learning Videos (English),United States,"October 18, 2019",2019,TV-Y,61 min,Children & Family Movies,"From colors and letters to animals of all kinds, each egg holds a fun-filled lesson waiting to be learned. ChuChu and friends are opening them all!",United States,2019,October,Kids
s3398,Movie,ChuChuTV Surprise Eggs Learning Videos (Hindi),United States,"October 18, 2019",2019,TV-Y,34 min,Children & Family Movies,Magic elephant Mr. Harlo uses playtime to help the children discover various surprises hidden inside colorful eggs.,United States,2019,October,Kids
s3399,Movie,Eli,United States,"October 18, 2019",2019,TV-MA,98 min,Horror Movies,"With his desperate parents in tow, an 11-year-old boy with a debilitating illness checks into an isolated clinic to undergo experimental therapy.",United States,2019,October,Adults
